"죄종별","시점","발생건수[건]","검거건수[건]","발생건수 대비 검거건수[%]","검거인원[명]","남자검거인원[명]","여자검거인원[명]","불상검거인원[명]","법인체[개]",
"특수폭행(상습)","2017 년","6","6","100","9","9","-","-","-",
"특수폭행(상습)","2018 년","304","304","100","6","6","-","-","-",
"특수폭행(상습)","2019 년","36","36","100","9","8","1","-","-",
"특수폭행(상습)","2020 년","4","4","100","3","3","-","-","-",
"특수폭행(상습)","2021 년","4","1","25","2","2","-","-","-",
"특수폭행(상습)","2022 년","19","19","100","8","6","2","-","-",
"특수폭행치상","2011 년","4","4","100","4","3","1","-","-",
"특수폭행치상","2012 년","1","1","100","1","1","-","-","-",
"특수폭행치상","2013 년","2","2","100","5","4","1","","",
"특수폭행치상","2014 년","7","5","71.4","13","12","1","","",
"특수폭행치상","2015 년","16","14","87.5","18","15","3","","",
"특수폭행치상","2016 년","94","95","101.1","115","102","12","1","-",
"특수폭행치상","2017 년","55","52","94.5","84","71","11","2","-",
"특수폭행치상","2018 년","92","92","100","99","81","18","-","-",
"특수폭행치상","2019 년","66","61","92.4","83","68","14","1","-",
"특수폭행치상","2020 년","94","86","91.5","152","117","31","4","-",
"특수폭행치상","2021 년","91","88","96.7","135","120","15","-","-",
"특수폭행치상","2022 년","105","102","97.1","138","109","27","2","-",
"특수폭행치사","2011 년","-","-","-","-","-","-","-","-",
"특수폭행치사","2012 년","1","1","100","1","1","-","-","-",
"특수폭행치사","2013 년","1","1","100","5","5","","","",
"특수폭행치사","2016 년","-","-","-","-","-","-","-","-",
"특수폭행치사","2017 년","1","1","100","1","1","-","-","-",
"특수폭행치사","2018 년","2","1","50","1","1","-","-","-",
"특수폭행치사","2019 년","1","2","200","3","2","1","-","-",
"특수폭행치사","2020 년","-","-","-","-","-","-","-","-",
"특수폭행치사","2021 년","3","3","100","9","7","2","-","-",
"특수폭행치사","2022 년","-","-","-","-","-","-","-","-",
"존속폭행","2011 년","470","457","97.2","544","448","95","1","-",
"존속폭행","2012 년","573","552","96.3","672","549","119","4","-",
"존속폭행","2013 년","702","685","97.6","806","667","139","","",
"존속폭행","2014 년","712","697","97.9","844","715","128","1","",
"존속폭행","2015 년","1259","1240","98.5","1489","1255","234","","",
"존속폭행","2016 년","1507","1483","98.4","1796","1460","335","1","-",
"존속폭행","2017 년","1271","1251","98.4","1571","1252","317","2","-",
"존속폭행","2018 년","1540","1505","97.7","1845","1495","348","2","-",
"존속폭행","2019 년","1602","1555","97.1","1952","1534","417","1","-",
"존속폭행","2020 년","1765","1703","96.5","2060","1597","462","1","-",
"존속폭행","2021 년","2026","1988","98.1","2409","1803","606","-","-",
"존속폭행","2022 년","1792","1740","97.1","2155","1597","558","-","-",
"존속폭행(특수)","2011 년","1","1","100","1","1","-","-","-",
"존속폭행(특수)","2012 년","-","-","-","-","-","-","-","-",
"존속폭행(특수)","2014 년","3","3","100","2","2","","","",
"존속폭행(특수)","2015 년","6","6","100","8","7","1","","",
"존속폭행(특수)","2016 년","23","23","100","26","22","4","-","-",
"존속폭행(특수)","2017 년","29","29","100","31","27","4","-","-",
"존속폭행(특수)","2018 년","42","42","100","53","45","8","-","-",
"존속폭행(특수)","2019 년","28","28","100","30","23","7","-","-",
"존속폭행(특수)","2020 년","50","48","96","57","44","13","-","-",
"존속폭행(특수)","2021 년","87","88","101.1","94","71","23","-","-",
"존속폭행(특수)","2022 년","80","78","97.5","91","70","21","-","-",
"존속폭행(상습)","2011 년","1","1","100","1","1","-","-","-",
"존속폭행(상습)","2012 년","1","1","100","2","2","-","-","-",
"존속폭행(상습)","2013 년","2","2","100","2","2","","","",
"존속폭행(상습)","2014 년","1","1","100","1","1","","","",
"존속폭행(상습)","2015 년","6","6","100","5","5","","","",
"존속폭행(상습)","2016 년","5","5","100","4","3","1","-","-",
"존속폭행(상습)","2017 년","13","13","100","11","7","4","-","-",
"존속폭행(상습)","2018 년","6","6","100","5","5","-","-","-",
"존속폭행(상습)","2019 년","11","11","100","12","12","-","-","-",
"존속폭행(상습)","2020 년","13","13","100","12","11","1","-","-",
"존속폭행(상습)","2021 년","10","10","100","9","7","2","-","-",
"존속폭행(상습)","2022 년","18","18","100","15","15","-","-","-",
"존속폭행치상","2011 년","8","7","87.5","9","6","3","-","-",
"존속폭행치상","2012 년","4","5","125","6","3","3","-","-",
"존속폭행치상","2013 년","2","2","100","4","4","","","",
"존속폭행치상","2014 년","8","8","100","8","7","1","","",
"존속폭행치상","2015 년","12","12","100","14","12","2","","",
"존속폭행치상","2016 년","20","20","100","22","19","3","-","-",
"존속폭행치상","2017 년","24","24","100","31","26","5","-","-",
"존속폭행치상","2018 년","13","13","100","17","13","4","-","-",
"존속폭행치상","2019 년","19","19","100","23","18","5","-","-",
"존속폭행치상","2020 년","20","20","100","23","15","8","-","-",
"존속폭행치상","2021 년","29","29","100","33","25","8","-","-",
"존속폭행치상","2022 년","25","25","100","29","24","5","-","-",
"존속폭행치사","2011 년","3","3","100","3","3","-","-","-",
"존속폭행치사","2012 년","2","2","100","4","3","1","-","-",
"존속폭행치사","2013 년","6","6","100","6","3","3","","",
"존속폭행치사","2014 년","5","5","100","5","5","","","",
"존속폭행치사","2015 년","3","3","100","3","3","","","",
"존속폭행치사","2016 년","2","2","100","2","2","-","-","-",
"존속폭행치사","2017 년","5","5","100","5","5","-","-","-",
"존속폭행치사","2018 년","2","2","100","2","2","-","-","-",
"존속폭행치사","2019 년","1","1","100","1","1","-","-","-",
"존속폭행치사","2020 년","3","3","100","3","3","-","-","-",
"존속폭행치사","2021 년","3","3","100","3","3","-","-","-",
"존속폭행치사","2022 년","4","4","100","4","4","-","-","-",
"특가법(운전자폭행등)","2011 년","3614","3557","98.4","3811","3655","151","5","-",
"특가법(운전자폭행등)","2012 년","3578","3535","98.8","3784","3597","181","6","-",
"특가법(운전자폭행등)","2013 년","3303","3271","99","3444","3271","171","2","",
"특가법(운전자폭행등)","2014 년","3246","3243","99.9","3405","3209","193","3","",
"특가법(운전자폭행등)","2015 년","3148","3110","98.8","3255","3072","180","3","",
"특가법(운전자폭행등)","2016 년","3004","2977","99.1","3116","2905","206","5","-",
"특가법(운전자폭행등)","2017 년","2720","2721","100","2878","2683","193","2","-",
"특가법(운전자폭행등)","2018 년","2425","2391","98.6","2545","2369","176","-","-",
"특가법(운전자폭행등)","2019 년","2587","2551","98.6","2703","2515","188","-","-",
"특가법(운전자폭행등)","2020 년","2894","2865","99","3041","2813","224","4","-",
"특가법(운전자폭행등)","2021 년","4259","4179","98.1","4464","4131","330","3","-",
"특가법(운전자폭행등)","2022 년","4368","4293","98.3","4528","4221","305","2","-",
"특가법(보복폭행등)","2015 년","68","65","95.6","68","60","8","","",
"특가법(보복폭행등)","2016 년","73","73","100","83","74","9","-","-",
"특가법(보복폭행등)","2017 년","57","57","100","60","59","-","1","-",
"특가법(보복폭행등)","2018 년","61","59","96.7","63","56","7","-","-",
"특가법(보복폭행등)","2019 년","68","67","98.5","68","55","11","2","-",
"특가법(보복폭행등)","2020 년","46","45","97.8","43","40","3","-","-",
"특가법(보복폭행등)","2021 년","85","83","97.6","79","68","11","-","-",
"특가법(보복폭행등)","2022 년","89","89","100","89","73","16","-","-",
"특가법(보복범죄등)","2011 년","122","120","98.4","138","122","15","1","-",
"특가법(보복범죄등)","2012 년","235","229","97.4","278","258","13","7","-",
"특가법(보복범죄등)","2013 년","237","232","97.9","244","223","20","1","",
"특가법(보복범죄등)","2014 년","255","243","95.3","298","275","22","1","",
"특가법(보복범죄등)","2015 년","77","76","98.7","69","59","8","2","",
"특가법(보복범죄등)","2016 년","64","62","96.9","65","59","6","-","-",
"특가법(보복범죄등)","2017 년","38","38","100","58","58","-","-","-",
"특가법(보복범죄등)","2018 년","57","55","96.5","64","62","2","-","-",
"특가법(보복범죄등)","2019 년","68","67","98.5","62","57","5","-","-",
"특가법(보복범죄등)","2020 년","68","67","98.5","64","57","7","-","-",
"특가법(보복범죄등)","2021 년","81","76","93.8","106","82","24","-","-",
"특가법(보복범죄등)","2022 년","66","64","97","63","59","4","-","-",
"아동학대처벌법위반(상습폭행)","2014 년","10","10","100","14","10","4","","",
"아동학대처벌법위반(상습폭행)","2015 년","31","30","96.8","39","17","22","","",
"아동학대처벌법위반(상습폭행)","2016 년","15","15","100","14","7","7","-","-",
"아동학대처벌법위반(상습폭행)","2017 년","12","12","100","9","5","4","-","-",
"아동학대처벌법위반(상습폭행)","2018 년","13","13","100","13","5","8","-","-",
"아동학대처벌법위반(상습폭행)","2019 년","15","15","100","17","8","9","-","-",
"아동학대처벌법위반(상습폭행)","2020 년","18","18","100","18","11","7","-","-",
"아동학대처벌법위반(상습폭행)","2021 년","4","4","100","4","1","3","-","-",
"아동학대처벌법위반(상습폭행)","2022 년","6","6","100","11","3","8","-","-",
"체포·감금","2011 년","832","720","86.5","1033","766","203","64","-",
"체포·감금","2012 년","876","777","88.7","1195","902","227","66","1",
"체포·감금","2013 년","929","834","89.8","1142","905","189","48","3",
"체포·감금","2014 년","945","864","91.4","1190","905","231","54","",
"체포·감금","2015 년","1028","959","93.3","1288","1006","229","53","",
"체포·감금","2016 년","1318","1247","94.6","1777","1414","287","76","-",
"체포·감금","2017 년","1439","1389","96.5","1957","1579","339","39","-",
"체포·감금","2018 년","1207","1139","94.4","1682","1343","281","58","-",
"체포·감금","2019 년","1243","1192","95.9","1702","1365","304","33","-",
"체포·감금","2020 년","1209","1139","94.2","1762","1441","281","40","-",
"체포·감금","2021 년","1165","1083","93","1571","1249","287","35","2",
"체포·감금","2022 년","1145","1042","91","1489","1213","235","41","1",
"체포·감금","2011 년","709","606","85.5","834","623","153","58","-",
"체포·감금","2012 년","749","650","86.8","986","730","192","64","1",
"체포·감금","2013 년","784","694","88.5","962","766","154","42","3",
"체포·감금","2014 년","834","759","91","1022","771","207","44","",
"체포·감금","2015 년","921","849","92.2","1082","855","193","34","",
"체포·감금","2016 년","1076","1015","94.3","1349","1075","211","63","-",
"체포·감금","2017 년","1200","1151","95.9","1539","1259","247","33","-",
"체포·감금","2018 년","1001","941","94","1266","1037","192","37","-",
"체포·감금","2019 년","1039","995","95.8","1288","1049","209","30","-",
"체포·감금","2020 년","988","928","93.9","1283","1043","218","22","-",
"체포·감금","2021 년","896","819","91.4","1065","860","179","26","1",
"체포·감금","2022 년","924","834","90.3","1064","889","141","34","-",
"체포·감금(중)","2011 년","16","16","100","15","13","2","-","-",
"체포·감금(중)","2012 년","20","19","95","30","27","3","-","-",
"체포·감금(중)","2013 년","20","20","100","23","20","2","1","",
"체포·감금(중)","2014 년","23","21","91.3","31","26","5","","",
"체포·감금(중)","2015 년","20","21","105","23","21","2","","",
"체포·감금(중)","2016 년","32","31","96.9","37","36","1","-","-",
"체포·감금(중)","2017 년","28","28","100","35","32","3","-","-",
"체포·감금(중)","2018 년","32","31","96.9","46","41","3","2","-",
"체포·감금(중)","2019 년","31","31","100","56","49","7","-","-",
"체포·감금(중)","2020 년","34","33","97.1","62","55","2","5","-",
"체포·감금(중)","2021 년","28","28","100","40","36","4","-","-",
"체포·감금(중)","2022 년","21","20","95.2","36","31","5","-","-",
"체포·감금(특수)","2011 년","6","6","100","13","6","7","-","-",
"체포·감금(특수)","2012 년","6","5","83.3","22","14","7","1","-",
"체포·감금(특수)","2013 년","11","9","81.8","13","9","2","2","",
"체포·감금(특수)","2014 년","4","2","50","16","3","5","8","",
"체포·감금(특수)","2015 년","8","8","100","52","21","14","17","",
"체포·감금(특수중)","2011 년","-","-","-","-","-","-","-","-",
"체포·감금(특수중)","2012 년","-","-","-","-","-","-","-","-",
"체포·감금(특수·특수중)","2016 년","77","77","100","161","128","25","8","-",
"체포·감금(특수·특수중)","2017 년","69","67","97.1","150","111","33","6","-",
"체포·감금(특수·특수중)","2018 년","62","61","98.4","165","122","35","8","-",
"체포·감금(특수·특수중)","2019 년","67","65","97","154","100","53","1","-",
"체포·감금(특수·특수중)","2020 년","70","66","94.3","186","158","20","8","-",
"체포·감금(특수·특수중)","2021 년","81","79","97.5","184","141","36","7","-",
"체포·감금(특수·특수중)","2022 년","88","84","95.5","215","163","50","2","-",
"체포·감금(상습)","2011 년","-","-","-","-","-","-","-","-",
"체포·감금(상습)","2012 년","-","-","-","-","-","-","-","-",
"체포·감금(상습)","2015 년","1","1","100","","","","","",
"체포·감금(상습중)","2011 년","-","-","-","-","-","-","-","-",
"체포·감금(상습중)","2012 년","-","-","-","-","-","-","-","-",
"체포·감금(상습·상습중)","2016 년","1","1","100","-","-","-","-","-",
"체포·감금(상습·상습중)","2017 년","1","1","100","1","-","1","-","-",
"체포·감금(상습·상습중)","2018 년","-","-","-","-","-","-","-","-",
"체포·감금(상습·상습중)","2019 년","-","-","-","-","-","-","-","-",
"체포·감금(상습·상습중)","2020 년","-","-","-","-","-","-","-","-",
"체포·감금(상습·상습중)","2021 년","2","2","100","1","1","-","-","-",
"체포·감금(상습·상습중)","2022 년","-","-","-","1","1","-","-","-",
"체포·감금치사상(중·특수·상습)","2011 년","88","79","89.8","148","113","30","5","-",
"체포·감금치사상(중·특수·상습)","2012 년","90","93","103.3","137","118","19","-","-",
"체포·감금치사상(중·특수·상습)","2013 년","101","100","99","123","99","21","3","",
"체포·감금치사상(중·특수·상습)","2014 년","73","70","95.9","95","90","4","1","",
"체포·감금치사상(중·특수·상습)","2015 년","58","61","105.2","100","87","12","1","",
"체포·감금치사상(중·특수·상습)","2016 년","102","97","95.1","178","143","30","5","-",
"체포·감금치사상(중·특수·상습)","2017 년","116","119","102.6","182","148","34","-","-",
"체포·감금치사상(중·특수·상습)","2018 년","91","86","94.5","171","124","37","10","-",
"체포·감금치사상(중·특수·상습)","2019 년","88","83","94.3","176","150","24","2","-",
"체포·감금치사상(중·특수·상습)","2020 년","91","89","97.8","183","158","20","5","-",
"체포·감금치사상(중·특수·상습)","2021 년","133","129","97","242","189","51","2","1",
"체포·감금치사상(중·특수·상습)","2022 년","79","74","93.7","130","107","20","3","1",
"존속체포·감금","2011 년","13","13","100","23","11","11","1","-",
"존속체포·감금","2012 년","11","10","90.9","20","13","6","1","-",
"존속체포·감금","2013 년","13","11","84.6","21","11","10","","",
"존속체포·감금","2014 년","7","8","114.3","20","9","10","1","",
"존속체포·감금","2015 년","16","15","93.8","26","18","7","1","",
"존속체포·감금","2016 년","22","18","81.8","42","24","18","-","-",
"존속체포·감금","2017 년","19","17","89.5","31","15","16","-","-",
"존속체포·감금","2018 년","17","16","94.1","24","12","11","1","-",
"존속체포·감금","2019 년","13","13","100","21","12","9","-","-",
"존속체포·감금","2020 년","20","17","85","37","18","19","-","-",
"존속체포·감금","2021 년","21","22","104.8","34","20","14","-","-",
"존속체포·감금","2022 년","24","22","91.7","29","14","15","-","-",
"존속체포·감금(중)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2016 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2017 년","1","1","100","7","4","3","-","-",
"존속체포·감금(중)","2018 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2019 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2020 년","-","-","-","-","-","-","-","-",
"존속체포·감금(중)","2021 년","1","1","100","1","-","1","-","-",
"존속체포·감금(중)","2022 년","2","1","50","4","-","2","2","-",
"존속체포·감금(특수)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금(특수)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금(특수중)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금(특수중)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금(특수·특수중)","2016 년","1","1","100","1","1","-","-","-",
"존속체포·감금(특수·특수중)","2017 년","1","1","100","1","1","-","-","-",
"존속체포·감금(특수·특수중)","2018 년","2","2","100","4","2","2","-","-",
"존속체포·감금(특수·특수중)","2019 년","-","-","-","-","-","-","-","-",
"존속체포·감금(특수·특수중)","2020 년","-","-","-","1","1","-","-","-",
"존속체포·감금(특수·특수중)","2021 년","1","1","100","3","1","2","-","-",
"존속체포·감금(특수·특수중)","2022 년","1","1","100","1","1","-","-","-",
"존속체포·감금(상습)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습중)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습중)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2016 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2017 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2018 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2019 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2020 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2021 년","-","-","-","-","-","-","-","-",
"존속체포·감금(상습·상습중)","2022 년","-","-","-","-","-","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2011 년","-","-","-","-","-","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2012 년","-","-","-","-","-","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2014 년","4","4","100","6","6","","","",
"존속체포·감금치사상(중·특수·상습)","2015 년","1","1","100","2","1","1","","",
"존속체포·감금치사상(중·특수·상습)","2016 년","1","1","100","1","1","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2017 년","2","2","100","8","7","1","-","-",
"존속체포·감금치사상(중·특수·상습)","2018 년","-","-","-","-","-","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2019 년","4","4","100","5","3","2","-","-",
"존속체포·감금치사상(중·특수·상습)","2020 년","3","3","100","5","3","2","-","-",
"존속체포·감금치사상(중·특수·상습)","2021 년","-","-","-","-","-","-","-","-",
"존속체포·감금치사상(중·특수·상습)","2022 년","1","1","100","3","1","2","-","-",
"특가법(보복체포·감금등)","2015 년","3","3","100","3","3","","","",
"특가법(보복체포·감금등)","2016 년","4","4","100","5","5","-","-","-",
"특가법(보복체포·감금등)","2017 년","1","1","100","1","1","-","-","-",
"특가법(보복체포·감금등)","2018 년","2","2","100","6","5","1","-","-",
"특가법(보복체포·감금등)","2019 년","1","1","100","2","2","-","-","-",
"특가법(보복체포·감금등)","2020 년","3","3","100","5","5","-","-","-",
"특가법(보복체포·감금등)","2021 년","2","2","100","1","1","-","-","-",
"특가법(보복체포·감금등)","2022 년","5","5","100","6","6","-","-","-",
"아동학대처벌법위반(상습체포·감금)","2016 년","2","2","100","3","1","2","-","-",
"아동학대처벌법위반(상습체포·감금)","2017 년","1","1","100","2","1","1","-","-",
"아동학대처벌법위반(상습체포·감금)","2018 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습체포·감금)","2019 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습체포·감금)","2020 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습체포·감금)","2021 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습체포·감금)","2022 년","-","-","-","-","-","-","-","-",
"협박","2011 년","3578","3143","87.8","4015","3327","528","160","4",
"협박","2012 년","4480","3948","88.1","4996","4097","710","189","1",
"협박","2013 년","4661","4013","86.1","5014","4077","696","241","2",
"협박","2014 년","5187","4576","88.2","5432","4539","711","182","",
"협박","2015 년","9187","8304","90.4","9633","8148","1147","338","1",
"협박","2016 년","15870","15043","94.8","17267","15240","1729","298","2",
"협박","2017 년","15499","14699","94.8","16973","14883","1820","270","-",
"협박","2018 년","17200","16155","93.9","18853","16230","2239","384","1",
"협박","2019 년","21022","19807","94.2","22929","19673","2855","401","-",
"협박","2020 년","21214","19876","93.7","23196","19808","2899","489","5",
"협박","2021 년","21058","19727","93.7","22482","19188","2992","302","1",
"협박","2022 년","21567","20341","94.3","22899","19473","3188","238","1",
"협박","2011 년","3430","3007","87.7","3841","3170","511","160","4",
"협박","2012 년","4305","3781","87.8","4790","3905","697","188","1",
"협박","2013 년","4531","3892","85.9","4867","3944","684","239","2",
"협박","2014 년","5002","4395","87.9","5223","4349","692","182","",
"협박","2015 년","6915","6126","88.6","7242","5952","964","326","1",
"협박","2016 년","7340","6629","90.3","7898","6648","995","255","2",
"협박","2017 년","6764","6091","90.1","7356","6066","1062","228","-",
"협박","2018 년","8098","7175","88.6","8734","7141","1236","357","1",
"협박","2019 년","9810","8761","89.3","10537","8640","1530","367","-",
"협박","2020 년","9810","8685","88.5","10655","8672","1539","444","5",
"협박","2021 년","9306","8210","88.2","9656","7938","1434","284","1",
"협박","2022 년","9034","8031","88.9","9272","7697","1382","193","1",
"협박(특수)","2011 년","101","95","94.1","117","109","8","-","-",
"협박(특수)","2012 년","122","118","96.7","150","141","8","1","-",
"협박(특수)","2013 년","87","83","95.4","101","92","8","1","",
"협박(특수)","2014 년","104","100","96.2","123","109","14","","",
"협박(특수)","2015 년","1927","1835","95.2","2066","1898","157","11","",
"협박(특수)","2016 년","8143","8039","98.7","9011","8268","700","43","-",
"협박(특수)","2017 년","8403","8282","98.6","9272","8502","728","42","-",
"협박(특수)","2018 년","8754","8637","98.7","9761","8767","967","27","-",
"협박(특수)","2019 년","10788","10630","98.5","11950","10629","1287","34","-",
"협박(특수)","2020 년","10951","10761","98.3","12085","10736","1306","43","-",
"협박(특수)","2021 년","11093","10881","98.1","12162","10661","1484","17","-",
"협박(특수)","2022 년","11893","11689","98.3","12970","11224","1722","24","-",
"협박(상습)","2011 년","10","6","60","13","9","4","-","-",
"협박(상습)","2012 년","10","10","100","11","10","1","-","-",
"협박(상습)","2013 년","3","2","66.7","3","1","1","1","",
"협박(상습)","2014 년","5","5","100","3","3","","","",
"협박(상습)","2015 년","40","38","95","18","14","4","","",
"협박(상습)","2016 년","27","23","85.2","26","20","6","-","-",
"협박(상습)","2017 년","18","18","100","21","18","3","-","-",
"협박(상습)","2018 년","18","18","100","20","20","-","-","-",
"협박(상습)","2019 년","20","19","95","19","15","4","-","-",
"협박(상습)","2020 년","24","22","91.7","23","17","6","-","-",
"협박(상습)","2021 년","14","13","92.9","17","12","5","-","-",
"협박(상습)","2022 년","16","16","100","14","12","2","-","-",
"협박(상습특수)","2011 년","-","-","-","-","-","-","-","-",
"협박(상습특수)","2012 년","-","-","-","-","-","-","-","-",
"협박(상습특수)","2016 년","2","2","100","1","1","-","-","-",
"협박(상습특수)","2017 년","1","1","100","1","1","-","-","-",
"협박(상습특수)","2018 년","2","2","100","3","3","-","-","-",
"협박(상습특수)","2019 년","3","3","100","3","3","-","-","-",
"협박(상습특수)","2020 년","4","2","50","3","3","-","-","-",
"협박(상습특수)","2021 년","2","2","100","2","2","-","-","-",
"협박(상습특수)","2022 년","4","4","100","2","1","1","-","-",
"존속협박","2011 년","36","34","94.4","43","38","5","-","-",
"존속협박","2012 년","43","39","90.7","45","41","4","-","-",
"존속협박","2013 년","40","36","90","43","40","3","","",
"존속협박","2014 년","74","74","100","81","76","5","","",
"존속협박","2015 년","149","149","100","150","139","11","","",
"존속협박","2016 년","165","160","97","159","146","13","-","-",
"존속협박","2017 년","138","136","98.6","140","123","17","-","-",
"존속협박","2018 년","146","144","98.6","152","133","19","-","-",
"존속협박","2019 년","196","192","98","199","179","20","-","-",
"존속협박","2020 년","191","184","96.3","187","169","18","-","-",
"존속협박","2021 년","235","222","94.5","226","196","30","-","-",
"존속협박","2022 년","219","215","98.2","225","193","30","2","-",
"존속협박(특수)","2011 년","-","-","-","-","-","-","-","-",
"존속협박(특수)","2012 년","-","-","-","-","-","-","-","-",
"존속협박(특수)","2014 년","2","2","100","2","2","","","",
"존속협박(특수)","2015 년","8","8","100","8","8","","","",
"존속협박(특수)","2016 년","58","58","100","62","53","9","-","-",
"존속협박(특수)","2017 년","59","59","100","63","59","4","-","-",
"존속협박(특수)","2018 년","64","64","100","73","63","10","-","-",
"존속협박(특수)","2019 년","81","81","100","92","80","12","-","-",
"존속협박(특수)","2020 년","92","90","97.8","99","82","17","-","-",
"존속협박(특수)","2021 년","186","182","97.8","197","169","28","-","-",
"존속협박(특수)","2022 년","187","183","97.9","188","158","30","-","-",
"존속협박(상습)","2011 년","-","-","-","-","-","-","-","-",
"존속협박(상습)","2012 년","-","-","-","-","-","-","-","-",
"존속협박(상습)","2015 년","1","1","100","","","","","",
"존속협박(상습)","2016 년","1","1","100","1","1","-","-","-",
"존속협박(상습)","2017 년","-","-","-","-","-","-","-","-",
"존속협박(상습)","2018 년","1","1","100","1","1","-","-","-",
"존속협박(상습)","2019 년","1","1","100","1","1","-","-","-",
"존속협박(상습)","2020 년","1","1","100","1","1","-","-","-",
"존속협박(상습)","2021 년","1","1","100","1","1","-","-","-",
"존속협박(상습)","2022 년","2","2","100","2","2","-","-","-",
"존속협박(상습특수)","2011 년","-","-","-","-","-","-","-","-",
"존속협박(상습특수)","2012 년","-","-","-","-","-","-","-","-",
"존속협박(상습특수)","2016 년","2","2","100","2","2","-","-","-",
"존속협박(상습특수)","2017 년","-","-","-","-","-","-","-","-",
"존속협박(상습특수)","2018 년","1","1","100","1","1","-","-","-",
"존속협박(상습특수)","2019 년","1","1","100","1","1","-","-","-",
"존속협박(상습특수)","2020 년","-","-","-","-","-","-","-","-",
"존속협박(상습특수)","2021 년","-","-","-","-","-","-","-","-",
"존속협박(상습특수)","2022 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2011 년","1","1","100","1","1","-","-","-",
"특가법(운전자협박)","2012 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2015 년","1","1","100","1","1","","","",
"특가법(운전자협박)","2016 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2017 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2018 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2019 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2020 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2021 년","-","-","-","-","-","-","-","-",
"특가법(운전자협박)","2022 년","-","-","-","-","-","-","-","-",
"특가법(보복협박등)","2015 년","146","146","100","148","136","11","1","",
"특가법(보복협박등)","2016 년","132","129","97.7","107","101","6","-","-",
"특가법(보복협박등)","2017 년","113","109","96.5","118","112","6","-","-",
"특가법(보복협박등)","2018 년","116","113","97.4","108","101","7","-","-",
"특가법(보복협박등)","2019 년","122","119","97.5","127","125","2","-","-",
"특가법(보복협박등)","2020 년","141","131","92.9","143","128","13","2","-",
"특가법(보복협박등)","2021 년","221","216","97.7","221","209","11","1","-",
"특가법(보복협박등)","2022 년","212","201","94.8","225","185","21","19","-",
"아동학대처벌법위반(상습협박)","2016 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습협박)","2017 년","3","3","100","2","2","-","-","-",
"아동학대처벌법위반(상습협박)","2018 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습협박)","2019 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습협박)","2020 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습협박)","2021 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습협박)","2022 년","-","-","-","1","1","-","-","-",
"약취·유인","2011 년","266","223","83.8","347","277","63","7","-",
"약취·유인","2012 년","200","174","87","293","217","65","11","-",
"약취·유인","2013 년","188","154","81.9","283","191","89","3","1",
"약취·유인","2014 년","198","172","86.9","272","191","70","11","",
"약취·유인","2015 년","190","181","95.3","265","175","81","9","",
"약취·유인","2016 년","201","191","95","318","218","93","7","-",
"약취·유인","2017 년","206","191","92.7","296","206","84","6","-",
"약취·유인","2018 년","187","167","89.3","275","178","87","10","-",
"약취·유인","2019 년","250","224","89.6","366","239","122","5","-",
